Rooms,Type,Price,Distance,Bathroom,Car,Region,LogPrice
3,h,678500,14.5,1,2,Western Metropolitan,13.42763976
4,h,720000,15.5,2,2,Western Metropolitan,13.48700649
4,h,1210000,11.7,4,3,Western Metropolitan,14.00613092
4,h,1188000,11.7,2,2,Western Metropolitan,13.98778178
3,h,1031100,11.7,1,1,Western Metropolitan,13.84613675
3,h,1076500,11.7,1,1,Western Metropolitan,13.8892256
3,h,680000,15.5,2,2,Western Metropolitan,13.42984808
3,h,1950000,5.4,1,3,Southern Metropolitan,14.48333993
3,h,1700000,7.3,1,2,Southern Metropolitan,14.34613881
4,h,2000000,7.3,1,1,Southern Metropolitan,14.50865774
3,h,1655000,7.3,2,1,Southern Metropolitan,14.31931157
4,h,1980000,7.3,2,3,Southern Metropolitan,14.4986074
3,h,915000,6.4,2,4,Western Metropolitan,13.72667934
3,h,1100000,6.4,2,0,Western Metropolitan,13.91082074
3,h,685000,16.3,1,1,Northern Metropolitan,13.43717412
3,h,741000,16.3,1,1,Northern Metropolitan,13.5157559
2,h,865000,6.4,1,2,Western Metropolitan,13.67048479
3,h,1510000,5.9,1,0,Southern Metropolitan,14.22762021
4,h,2525000,8.4,2,2,Southern Metropolitan,14.74175162
3,h,1902000,8.4,2,2,Southern Metropolitan,14.45841652
3,h,473000,17.4,1,2,Northern Metropolitan,13.06685067
4,h,410000,29.8,1,2,Western Victoria,12.92391244
3,t,875000,20,2,2,South-Eastern Metropolitan,13.68197917
4,h,720000,25.9,2,2,Northern Metropolitan,13.48700649
5,h,6400000,3,2,1,Southern Metropolitan,15.67180855
2,h,1500000,3,1,1,Southern Metropolitan,14.22097567
3,h,710000,17.9,2,2,Northern Metropolitan,13.47302025
4,h,757000,17.9,2,3,Northern Metropolitan,13.53711853
4,h,1200000,17.2,3,2,Eastern Metropolitan,13.99783211
3,h,1237000,17.2,2,2,Eastern Metropolitan,14.02819965
2,u,850000,10.2,1,1,Eastern Metropolitan,13.65299163
3,h,1205000,6.2,1,1,Western Metropolitan,14.00199012
3,h,1240000,6.2,2,2,Western Metropolitan,14.03062194
3,h,720000,26.5,1,1,Eastern Victoria,13.48700649
3,h,888000,18.8,1,1,South-Eastern Metropolitan,13.69672702
3,t,922000,10.1,2,2,Southern Metropolitan,13.7343005
4,h,1567000,6.2,2,2,Western Metropolitan,14.26467352
4,h,980000,6.2,3,2,Western Metropolitan,13.79530785
4,h,1370000,10.4,3,2,Western Metropolitan,14.1303213
4,h,902000,21.1,2,0,Eastern Metropolitan,13.7123698
3,h,1341500,5.3,1,1,Northern Metropolitan,14.10929895
4,h,1685000,5.3,1,1,Northern Metropolitan,14.33727612
4,h,1495000,12.3,2,1,Southern Metropolitan,14.21763676
3,h,1110000,15.5,1,2,South-Eastern Metropolitan,13.91987057
3,h,1103000,11.4,1,2,Southern Metropolitan,13.9135443
4,h,1630000,21.5,2,2,South-Eastern Metropolitan,14.30409057
4,h,1230000,21.5,2,2,South-Eastern Metropolitan,14.02252473
3,h,850000,8.5,1,3,Northern Metropolitan,13.65299163
4,h,1631000,3.5,3,2,Southern Metropolitan,14.30470388
3,h,1845000,3.5,3,2,Southern Metropolitan,14.42798984
3,h,1000000,3.5,1,0,Southern Metropolitan,13.81551056
1,h,1475000,4.6,1,4,Southern Metropolitan,14.20416855
3,h,1650000,4.6,1,0,Southern Metropolitan,14.31628585
3,h,1072500,8.4,1,2,Northern Metropolitan,13.88550293
3,h,920000,8.4,1,2,Northern Metropolitan,13.73212895
3,h,750000,12,1,3,Northern Metropolitan,13.52782849
3,h,755000,12,1,1,Northern Metropolitan,13.53447303
2,h,680000,12,1,2,Northern Metropolitan,13.42984808
3,h,870000,12,1,2,Northern Metropolitan,13.67624849
3,h,1525000,2.4,2,0,Northern Metropolitan,14.23750497
3,h,1200000,2.4,1,1,Northern Metropolitan,13.99783211
2,u,592000,2.4,2,1,Northern Metropolitan,13.29126191
2,h,1040000,19.9,1,1,Eastern Metropolitan,13.85473127
4,h,800000,21.3,2,2,Eastern Metropolitan,13.59236701
4,h,1050000,19.9,2,2,Eastern Metropolitan,13.86430072
4,h,1800000,8.9,2,2,Eastern Metropolitan,14.40329722
3,h,580500,20.6,2,2,Northern Metropolitan,13.27164508
4,h,2700000,15.2,2,1,Southern Metropolitan,14.80876233
5,h,2290000,15.2,3,2,Southern Metropolitan,14.64406238
5,h,2220000,15.2,3,1,Southern Metropolitan,14.61301775
3,h,1725000,15.2,1,2,Southern Metropolitan,14.36073761
3,h,770000,35.4,1,1,South-Eastern Metropolitan,13.55414579
2,h,1355000,1.9,1,0,Southern Metropolitan,14.11931201
3,h,540000,20.5,2,2,Northern Metropolitan,13.19932442
3,h,388000,31.7,1,0,Western Metropolitan,12.86876062
3,h,498500,31.7,2,2,Western Metropolitan,13.11935887
3,h,770000,10.5,1,2,Western Metropolitan,13.55414579
5,h,3625000,10.2,3,2,Southern Metropolitan,15.10336485
4,h,1585000,12.4,4,2,Eastern Metropolitan,14.27609497
6,h,931000,15.3,3,3,Northern Metropolitan,13.74401456
4,h,925000,14.7,3,4,Eastern Metropolitan,13.73754902
6,h,1155000,14.7,3,3,Eastern Metropolitan,13.9596109
4,h,1232000,21.5,2,2,South-Eastern Metropolitan,14.02414942
3,h,595000,14.7,1,2,Western Metropolitan,13.29631668
4,h,621000,14.7,2,2,Western Metropolitan,13.33908636
3,h,616000,16.5,1,3,Northern Metropolitan,13.33100224
3,h,1470000,6.8,1,1,Western Metropolitan,14.20077296
2,u,810000,4.6,1,1,Southern Metropolitan,13.60478953
3,t,420000,25.5,2,2,Northern Metropolitan,12.94800999
4,h,730000,25.5,2,2,Northern Metropolitan,13.50079981
3,h,826000,6.3,2,2,Western Metropolitan,13.62435005
4,h,800000,6.3,2,2,Western Metropolitan,13.59236701
3,h,1100000,6.3,1,0,Western Metropolitan,13.91082074
4,h,1650000,7.5,2,1,Western Metropolitan,14.31628585
3,h,1248500,11,1,3,Western Metropolitan,14.03745339
3,h,1001000,9.4,1,2,Western Metropolitan,13.81651006
3,h,770000,9.4,1,2,Western Metropolitan,13.55414579
3,t,1715000,6.3,3,1,Southern Metropolitan,14.35492364
3,h,1555000,10.2,1,4,Southern Metropolitan,14.2569861
3,h,1300000,21.5,2,2,South-Eastern Metropolitan,14.07787482
3,h,870000,21.5,2,2,South-Eastern Metropolitan,13.67624849
2,u,470000,9.5,1,1,Western Metropolitan,13.06048797
3,h,2730000,7.9,2,2,Southern Metropolitan,14.81981217
3,h,2350000,9.7,2,2,Southern Metropolitan,14.66992589
2,u,905000,9.7,1,1,Southern Metropolitan,13.71569022
5,h,3778000,17.3,4,4,Southern Metropolitan,15.14470533
3,t,2030000,17.3,3,2,Southern Metropolitan,14.52354635
4,h,2210000,11.4,3,2,Southern Metropolitan,14.60850307
4,h,1450000,11.4,2,2,Southern Metropolitan,14.18707411
4,h,1520000,13.8,2,2,Southern Metropolitan,14.23422089
3,h,1070000,13.8,1,3,Southern Metropolitan,13.88316921
5,h,1900000,13.4,3,2,Eastern Metropolitan,14.45736444
4,h,1850000,13.4,2,2,Eastern Metropolitan,14.4306962
3,h,1040000,13.4,1,2,Eastern Metropolitan,13.85473127
4,h,1100000,13.4,3,2,Eastern Metropolitan,13.91082074
4,t,1830000,27,3,2,South-Eastern Metropolitan,14.41982652
3,h,700000,25,1,1,Eastern Metropolitan,13.45883561
3,h,1725000,10.9,1,2,Eastern Metropolitan,14.36073761
3,h,840000,8.6,1,2,Western Metropolitan,13.64115717
3,h,1342000,10.5,1,3,Southern Metropolitan,14.1096716
3,t,1960000,10.5,2,2,Southern Metropolitan,14.48845503
4,h,2410000,10.5,3,4,Southern Metropolitan,14.69513731
2,h,911000,5.2,1,1,Northern Metropolitan,13.72229818
2,t,640000,5.2,1,1,Northern Metropolitan,13.36922346
4,h,1820000,5.2,2,2,Northern Metropolitan,14.41434706
1,u,170000,5.2,1,0,Northern Metropolitan,12.04355372
2,h,1265000,4,1,3,Northern Metropolitan,14.05058268
2,h,950000,4,2,1,Northern Metropolitan,13.76421726
4,h,1225000,10.8,1,2,Eastern Metropolitan,14.0184514
5,h,1505000,12.1,3,2,Northern Metropolitan,14.22430346
4,h,730000,12.1,2,2,Northern Metropolitan,13.50079981
5,h,1775000,10.4,2,3,Southern Metropolitan,14.38931098
4,h,1702000,10.4,1,1,Southern Metropolitan,14.34731459
3,h,980000,14.7,1,1,Eastern Metropolitan,13.79530785
6,h,2835000,7.7,3,2,Southern Metropolitan,14.8575525
3,h,2770000,7.7,2,2,Southern Metropolitan,14.83435788
5,h,2450000,7.7,3,2,Southern Metropolitan,14.71159858
2,h,1441000,10.1,1,1,Southern Metropolitan,14.18084787
3,h,1510000,10.1,2,2,Southern Metropolitan,14.22762021
2,t,850000,10.1,2,1,Southern Metropolitan,13.65299163
3,h,1500000,10.1,2,2,Southern Metropolitan,14.22097567
3,h,1508000,10.1,2,2,Southern Metropolitan,14.22629483
4,h,609000,34.9,2,2,South-Eastern Metropolitan,13.31957355
3,h,578000,34.9,2,2,South-Eastern Metropolitan,13.26732915
3,h,875000,27,1,3,South-Eastern Metropolitan,13.68197917
4,h,920000,17.9,2,2,Southern Metropolitan,13.73212895
4,h,1165000,17.9,2,2,Southern Metropolitan,13.96823164
3,h,1201000,17.9,2,3,Southern Metropolitan,13.9986651
3,h,910000,17.9,1,2,Southern Metropolitan,13.72119988
4,h,1200000,17.9,2,2,Southern Metropolitan,13.99783211
3,h,2950000,16.7,1,2,South-Eastern Metropolitan,14.89731573
3,u,810000,16.7,1,2,South-Eastern Metropolitan,13.60478953
3,h,850000,17.5,1,4,South-Eastern Metropolitan,13.65299163
4,h,1010000,3.6,3,1,Northern Metropolitan,13.82546089
2,h,980000,3.6,1,1,Northern Metropolitan,13.79530785
4,h,975000,6.7,2,2,Northern Metropolitan,13.79019275
3,t,880000,6.7,1,1,Northern Metropolitan,13.68767719
3,h,841000,6.7,1,3,Northern Metropolitan,13.64234694
3,h,1300000,2,1,1,Northern Metropolitan,14.07787482
2,t,931000,2,1,1,Northern Metropolitan,13.74401456
3,h,492000,20.6,2,2,Northern Metropolitan,13.106234
3,h,858000,23,1,2,Eastern Metropolitan,13.66235938
3,h,682000,24.7,1,5,South-Eastern Metropolitan,13.43278494
3,h,629500,14.8,1,6,Western Metropolitan,13.35268113
4,h,1281000,22.2,2,2,South-Eastern Metropolitan,14.06315158
3,t,751000,12.4,2,1,Eastern Metropolitan,13.52916093
5,h,1330000,14.3,3,3,Eastern Metropolitan,14.1006895
3,h,469000,28.8,1,2,South-Eastern Metropolitan,13.05835805
3,h,531000,28.8,1,5,South-Eastern Metropolitan,13.1825173
4,h,1085000,18,2,2,Eastern Metropolitan,13.89709054
3,h,915000,18,2,2,Eastern Metropolitan,13.72667934
4,h,890000,18,2,2,Eastern Metropolitan,13.69897674
3,h,1800000,7.2,2,2,Southern Metropolitan,14.40329722
3,h,600000,19.6,1,2,Northern Metropolitan,13.30468493
3,h,647000,19.6,2,4,Northern Metropolitan,13.38010157
3,t,770000,7.5,1,1,Western Metropolitan,13.55414579
3,h,1150000,7.5,1,2,Western Metropolitan,13.9552725
3,u,1170000,8.2,2,1,Western Metropolitan,13.97251431
4,h,1255000,5.7,1,1,Northern Metropolitan,14.04264613
3,h,1300000,5.7,2,4,Northern Metropolitan,14.07787482
3,h,680000,13.1,2,2,Northern Metropolitan,13.42984808
3,h,670000,13.1,2,2,Northern Metropolitan,13.41503299
4,h,950000,15.4,2,3,Eastern Metropolitan,13.76421726
4,h,650000,38,2,2,South-Eastern Metropolitan,13.38472764
2,h,910000,38,1,2,South-Eastern Metropolitan,13.72119988
4,h,760000,38,2,2,South-Eastern Metropolitan,13.54107371
6,h,650000,45.9,2,2,Northern Victoria,13.38472764
3,h,1738000,7.3,2,2,Southern Metropolitan,14.36824558
2,t,965000,7.3,2,1,Southern Metropolitan,13.77988338
3,t,1333000,7.3,2,1,Southern Metropolitan,14.1029426
2,h,1366000,7.3,2,1,Southern Metropolitan,14.12739732
3,h,1275000,16.7,2,2,Eastern Metropolitan,14.05845674
3,h,1750000,16.7,1,0,Eastern Metropolitan,14.37512635
5,h,1480000,16.7,2,2,Eastern Metropolitan,14.20755265
2,h,605000,11.2,1,6,Northern Metropolitan,13.31298374
3,h,922000,16.1,2,2,Northern Metropolitan,13.7343005
4,h,865000,16.1,2,2,Northern Metropolitan,13.67048479
5,h,650000,20.4,2,2,Northern Metropolitan,13.38472764
3,h,661000,32.3,1,3,South-Eastern Metropolitan,13.40150912
3,h,2515000,13.8,2,2,Southern Metropolitan,14.73778336
3,h,1520000,13.8,1,3,Southern Metropolitan,14.23422089
4,h,2550000,13.8,2,2,Southern Metropolitan,14.75160392
4,h,1820000,13.8,2,2,Southern Metropolitan,14.41434706
3,h,1450000,13.8,1,1,Southern Metropolitan,14.18707411
3,h,1060000,13.8,2,3,Southern Metropolitan,13.87377947
2,t,875000,13.8,1,1,Southern Metropolitan,13.68197917
4,h,2325000,5.3,3,2,Southern Metropolitan,14.6592306
3,h,1450000,5.3,1,0,Southern Metropolitan,14.18707411
3,h,846000,8.8,2,2,Eastern Metropolitan,13.64827464
4,h,628000,18,2,1,Western Metropolitan,13.35029545
3,h,645500,18,2,2,Western Metropolitan,13.37778049
3,h,575000,18.4,1,4,Western Metropolitan,13.26212532
4,h,525000,18.4,2,2,Western Metropolitan,13.17115354
4,h,723000,18.4,2,2,Western Metropolitan,13.4911645
3,h,626000,14,1,2,Northern Metropolitan,13.34710565
3,h,840000,14.5,2,2,Western Metropolitan,13.64115717
4,h,1230000,11.7,4,2,Western Metropolitan,14.02252473
3,h,933000,11.7,1,2,Western Metropolitan,13.74616048
4,h,2375000,5.4,3,2,Southern Metropolitan,14.680508
3,h,1950000,5.4,2,2,Southern Metropolitan,14.48333993
5,h,5065000,5.4,4,2,Southern Metropolitan,15.4378647
3,h,1650000,7.3,1,2,Southern Metropolitan,14.31628585
3,h,2125000,7.3,2,2,Southern Metropolitan,14.56928236
2,h,1325000,7.3,1,2,Southern Metropolitan,14.09692302
3,h,1975000,7.3,1,2,Southern Metropolitan,14.49607896
4,h,1140000,6.4,1,0,Western Metropolitan,13.94653882
3,h,1000000,6.4,2,2,Western Metropolitan,13.81551056
3,h,801000,16.3,1,1,Northern Metropolitan,13.59361623
3,h,596000,16.3,1,2,Northern Metropolitan,13.29799595
4,t,2750000,5.9,2,3,Southern Metropolitan,14.82711147
4,h,3400000,5.9,2,2,Southern Metropolitan,15.03928599
3,h,370000,17.4,1,1,Northern Metropolitan,12.82125828
3,t,995000,20,3,2,South-Eastern Metropolitan,13.81049802
3,h,950000,20,1,2,South-Eastern Metropolitan,13.76421726
3,t,792000,20,2,2,South-Eastern Metropolitan,13.58231667
2,u,445000,17.9,1,1,Northern Metropolitan,13.00582956
3,h,675000,17.9,1,4,Northern Metropolitan,13.42246797
4,h,721000,17.9,2,2,Northern Metropolitan,13.48839442
4,t,492000,17.9,1,1,Northern Metropolitan,13.106234
4,h,900000,17.9,2,2,Northern Metropolitan,13.71015004
3,h,650000,17.9,1,2,Northern Metropolitan,13.38472764
4,h,1120000,17.2,2,2,Eastern Metropolitan,13.92883924
3,h,961000,17.2,2,1,Eastern Metropolitan,13.77572969
3,t,1580000,10.2,2,2,Eastern Metropolitan,14.27293541
4,h,2500000,10.2,3,3,Eastern Metropolitan,14.73180129
4,h,940000,16.2,2,2,Eastern Metropolitan,13.75363515
4,h,1200000,6.2,1,1,Western Metropolitan,13.99783211
3,h,1007500,6.2,1,1,Western Metropolitan,13.82298257
3,u,828000,14.3,2,2,Southern Metropolitan,13.62676843
4,h,1285000,21.5,2,4,South-Eastern Metropolitan,14.06626928
5,h,2420000,14.2,5,2,Eastern Metropolitan,14.6992781
4,h,1335000,14.2,1,3,Eastern Metropolitan,14.10444185
3,h,1451000,14.2,2,1,Eastern Metropolitan,14.18776353
4,h,1480000,14.2,2,2,Eastern Metropolitan,14.20755265
3,h,850000,18.8,1,2,South-Eastern Metropolitan,13.65299163
3,h,912000,18.8,2,1,South-Eastern Metropolitan,13.72339527
4,h,1100000,18.8,2,2,South-Eastern Metropolitan,13.91082074
4,h,792500,34.1,2,2,South-Eastern Metropolitan,13.58294778
3,h,1262000,6.2,2,2,Western Metropolitan,14.04820832
4,h,1210000,6.2,1,0,Western Metropolitan,14.00613092
3,h,1186000,10.4,1,4,Western Metropolitan,13.98609686
3,h,1320000,5.3,1,1,Northern Metropolitan,14.09314229
5,h,955000,11.2,2,4,Northern Metropolitan,13.76946662
3,h,725000,11.2,1,1,Northern Metropolitan,13.49392693
3,h,950000,15.5,1,2,South-Eastern Metropolitan,13.76421726
3,h,1250000,21.5,1,2,South-Eastern Metropolitan,14.03865411
3,h,850000,8.5,1,1,Northern Metropolitan,13.65299163
3,h,1160000,8.5,2,2,Northern Metropolitan,13.96393056
4,h,765000,14.7,2,2,Western Metropolitan,13.54763111
4,h,635000,14.7,2,2,Western Metropolitan,13.36138028
3,h,1960000,3.5,2,0,Southern Metropolitan,14.48845503
3,h,1771000,4.6,2,1,Southern Metropolitan,14.38705492
3,h,1035000,8.4,1,2,Northern Metropolitan,13.84991198
3,h,880000,8.4,1,0,Northern Metropolitan,13.68767719
2,h,1625000,3.5,1,1,Northern Metropolitan,14.30101837
3,h,930000,12,1,2,Northern Metropolitan,13.74293987
4,h,912000,12,1,2,Northern Metropolitan,13.72339527
3,h,900000,12,1,1,Northern Metropolitan,13.71015004
3,h,935000,12,1,2,Northern Metropolitan,13.74830181
2,u,465000,12,1,1,Northern Metropolitan,13.04979268
2,h,920000,12,1,2,Northern Metropolitan,13.73212895
3,t,1500000,2.4,2,2,Northern Metropolitan,14.22097567
3,h,800000,19.9,1,3,Eastern Metropolitan,13.59236701
4,h,1335000,19.9,1,0,Eastern Metropolitan,14.10444185
4,h,935000,19.9,3,2,Eastern Metropolitan,13.74830181
3,h,746000,21.3,1,1,Eastern Metropolitan,13.52248088
4,h,1283000,19.9,2,2,Eastern Metropolitan,14.06471164
4,h,1365000,8.9,3,2,Eastern Metropolitan,14.12666499
4,h,1775000,8.9,2,2,Eastern Metropolitan,14.38931098
3,h,380000,20.6,1,1,Northern Metropolitan,12.84792653
4,h,1665000,15.2,3,2,Southern Metropolitan,14.32533568
4,h,1915000,15.2,2,2,Southern Metropolitan,14.46522818
4,h,962000,22.2,2,3,Eastern Metropolitan,13.77676973
1,h,855000,1.9,1,0,Southern Metropolitan,13.65885675
3,h,770000,20.8,1,4,South-Eastern Metropolitan,13.55414579
3,h,1720000,8.2,1,2,Western Metropolitan,14.35783485
3,h,405000,31.7,1,3,Western Metropolitan,12.91164235
3,h,482000,31.7,1,1,Western Metropolitan,13.08569939
3,h,436000,31.7,2,2,Western Metropolitan,12.98539752
4,h,830000,10.5,1,3,Western Metropolitan,13.62918098
4,h,665000,10.5,2,3,Western Metropolitan,13.40754232
3,h,610000,10.5,1,1,Western Metropolitan,13.32121424
3,u,1290000,10.2,2,1,Southern Metropolitan,14.07015278
4,h,1810000,10.2,3,2,Southern Metropolitan,14.4088374
5,h,2230000,10.2,2,2,Southern Metropolitan,14.61751214
5,h,1930000,15.5,3,2,Eastern Metropolitan,14.47303056
3,h,600500,15.3,1,1,Northern Metropolitan,13.30551792
3,h,640000,15.3,1,2,Northern Metropolitan,13.36922346
3,h,750000,15.3,2,2,Northern Metropolitan,13.52782849
4,h,1605000,7,2,2,Northern Metropolitan,14.28863431
3,h,1300000,7,1,2,Northern Metropolitan,14.07787482
3,h,2076000,4.1,1,2,Southern Metropolitan,14.54595352
5,h,1150000,17.2,2,2,Eastern Metropolitan,13.9552725
3,h,1009000,8.9,2,2,Eastern Metropolitan,13.8244703
3,h,366000,44.2,1,1,Northern Victoria,12.81038861
3,h,1070000,14.7,2,2,Eastern Metropolitan,13.88316921
4,h,1440000,14.7,3,6,Eastern Metropolitan,14.18015367
4,h,1060000,14.7,2,3,Eastern Metropolitan,13.87377947
3,h,792000,14.5,1,2,Northern Metropolitan,13.58231667
4,h,920000,14.5,2,2,Northern Metropolitan,13.73212895
3,h,470000,14.7,1,2,Western Metropolitan,13.06048797
3,h,515000,14.7,2,1,Western Metropolitan,13.15192218
4,h,603500,14.7,2,4,Western Metropolitan,13.31050132
3,h,870000,6.4,1,2,Western Metropolitan,13.67624849
4,h,1060000,6.4,3,2,Western Metropolitan,13.87377947
3,t,1500000,3.1,2,1,Northern Metropolitan,14.22097567
3,h,950000,16.7,2,2,South-Eastern Metropolitan,13.76421726
4,h,1211000,16.7,3,4,South-Eastern Metropolitan,14.00695702
3,h,555000,17.6,2,2,Western Metropolitan,13.22672339
3,h,1190000,6.8,2,2,Western Metropolitan,13.98946387
3,h,1425000,4.6,1,1,Southern Metropolitan,14.16968237
3,h,1970000,4.6,2,0,Southern Metropolitan,14.4935441
2,h,1300000,4.6,1,1,Southern Metropolitan,14.07787482
3,h,1190000,6.3,1,2,Western Metropolitan,13.98946387
3,h,1000000,3,1,2,Northern Metropolitan,13.81551056
3,h,506000,14,1,2,Western Metropolitan,13.13429195
3,h,880000,9.4,1,2,Western Metropolitan,13.68767719
3,h,730000,12.8,2,2,Western Metropolitan,13.50079981
2,h,1460000,6.3,1,1,Southern Metropolitan,14.19394699
2,h,1726000,6.3,2,2,Southern Metropolitan,14.36131715
4,h,1920000,10.2,3,2,Southern Metropolitan,14.46783574
3,h,1575000,10.2,1,2,Southern Metropolitan,14.26976583
4,h,1362000,21.5,2,3,South-Eastern Metropolitan,14.12446477
4,h,2115000,7.9,2,2,Southern Metropolitan,14.56456537
5,h,2562000,7.9,3,2,Southern Metropolitan,14.75629876
6,h,2100000,7.9,3,2,Southern Metropolitan,14.5574479
3,h,1900000,9.7,1,1,Southern Metropolitan,14.45736444
4,h,2000000,9.7,3,4,Southern Metropolitan,14.50865774
4,h,2400000,9.7,2,2,Southern Metropolitan,14.6909793
4,h,2270000,9.7,2,2,Southern Metropolitan,14.63529039
5,h,2600000,9.7,4,2,Southern Metropolitan,14.771022
3,h,2321000,9.7,1,2,Southern Metropolitan,14.65750869
3,h,1890000,9.7,2,1,Southern Metropolitan,14.45208739
4,h,1895000,11.4,2,2,Southern Metropolitan,14.4547294
4,h,1115000,13.8,1,2,Southern Metropolitan,13.92436496
3,t,1280000,13.8,2,2,Southern Metropolitan,14.06237064
2,u,690000,13.8,2,1,Southern Metropolitan,13.44444688
4,h,1595000,13.8,1,2,Southern Metropolitan,14.28238429
3,t,881000,13.4,1,1,Eastern Metropolitan,13.6888129
4,h,1300000,13.4,2,2,Eastern Metropolitan,14.07787482
2,t,625000,16.1,2,1,Eastern Metropolitan,13.34550693
4,h,3100000,10.5,4,4,Southern Metropolitan,14.94691267
4,h,1850000,10.5,3,3,Southern Metropolitan,14.4306962
4,h,2770000,10.5,3,2,Southern Metropolitan,14.83435788
4,h,1300000,10.3,3,2,Southern Metropolitan,14.07787482
3,h,637000,14,1,5,Northern Metropolitan,13.36452493
3,h,1335000,14,1,1,Northern Metropolitan,14.10444185
3,h,905000,5.2,1,1,Northern Metropolitan,13.71569022
1,u,320000,4,1,1,Northern Metropolitan,12.67607627
3,h,1230000,10.8,1,1,Eastern Metropolitan,14.02252473
4,h,1240000,10.8,2,2,Eastern Metropolitan,14.03062194
3,h,1234000,12.1,1,2,Northern Metropolitan,14.02577148
3,h,1588000,10.4,2,2,Southern Metropolitan,14.27798592
3,h,1000000,14.7,2,2,Eastern Metropolitan,13.81551056
4,h,650000,16.6,2,4,Northern Metropolitan,13.38472764
5,h,2550000,8.4,2,4,Southern Metropolitan,14.75160392
3,h,700000,14.8,2,3,Western Metropolitan,13.45883561
5,h,2450000,8.7,4,2,Southern Metropolitan,14.71159858
3,h,710000,27,1,1,South-Eastern Metropolitan,13.47302025
2,t,955000,17.9,2,1,Southern Metropolitan,13.76946662
3,h,1230000,17.9,1,1,Southern Metropolitan,14.02252473
5,h,883300,17.5,2,2,South-Eastern Metropolitan,13.69142017
3,h,790000,17.5,1,2,South-Eastern Metropolitan,13.57978822
3,h,880000,6.7,1,1,Northern Metropolitan,13.68767719
3,h,1070000,6.7,1,2,Northern Metropolitan,13.88316921
5,h,1500000,6.7,3,4,Northern Metropolitan,14.22097567
4,h,1085000,6.7,2,1,Northern Metropolitan,13.89709054
4,h,640000,20.6,2,2,Northern Metropolitan,13.36922346
3,h,582500,20.6,1,0,Northern Metropolitan,13.27508446
4,h,480000,20.6,2,2,Northern Metropolitan,13.08154138
4,h,523000,20.6,2,2,Northern Metropolitan,13.16733674
3,h,485000,20.6,2,1,Northern Metropolitan,13.09190417
4,h,800000,20.6,2,2,Northern Metropolitan,13.59236701
4,h,632000,20.6,2,2,Northern Metropolitan,13.35664467
4,h,1152000,23,2,2,Eastern Metropolitan,13.95701012
3,h,475000,14,1,2,Northern Metropolitan,13.07107008
3,h,635000,14.8,1,2,Western Metropolitan,13.36138028
3,h,871000,22.2,2,2,South-Eastern Metropolitan,13.67739726
4,h,970000,22.2,2,2,South-Eastern Metropolitan,13.78505135
4,h,1200000,12.4,2,1,Eastern Metropolitan,13.99783211
3,h,1410000,12.4,1,2,Eastern Metropolitan,14.15910026
4,h,1320000,14.3,3,2,Eastern Metropolitan,14.09314229
3,h,1408000,14.3,1,2,Eastern Metropolitan,14.15768082
4,h,1200000,16.1,2,2,Eastern Metropolitan,13.99783211
3,h,988000,16.1,2,2,Eastern Metropolitan,13.80343798
3,h,1925000,8.9,2,2,Eastern Metropolitan,14.47043653
3,h,875000,27,1,3,South-Eastern Metropolitan,13.68197917
3,h,2105000,7.2,2,1,Southern Metropolitan,14.55982603
4,h,2410000,7.2,2,1,Southern Metropolitan,14.69513731
3,h,810000,18,2,2,Eastern Metropolitan,13.60478953
6,h,1115000,18,3,4,Eastern Metropolitan,13.92436496
3,h,1380000,7.2,1,2,Southern Metropolitan,14.13759406
3,h,678000,19.6,1,2,Northern Metropolitan,13.42690257
4,h,681000,19.6,2,2,Northern Metropolitan,13.43131759
4,h,1600000,7.5,4,3,Western Metropolitan,14.28551419
4,h,1280000,5.7,2,2,Northern Metropolitan,14.06237064
4,h,874000,13.1,1,2,Northern Metropolitan,13.68083565
3,h,770000,24.8,1,0,Eastern Metropolitan,13.55414579
4,h,875000,24.8,3,4,Eastern Metropolitan,13.68197917
1,t,580000,2.1,1,1,Northern Metropolitan,13.27078338
3,t,1017500,3.4,2,2,Northern Metropolitan,13.8328592
2,h,942000,5.1,1,1,Western Metropolitan,13.75576055
3,h,1320000,5.1,2,0,Western Metropolitan,14.09314229
3,h,550000,38,2,1,South-Eastern Metropolitan,13.21767356
3,h,690000,38,2,2,South-Eastern Metropolitan,13.44444688
2,h,708000,7.3,1,1,Southern Metropolitan,13.47019937
3,h,1300000,7.3,1,2,Southern Metropolitan,14.07787482
3,h,1307500,7.3,1,1,Southern Metropolitan,14.08362747
3,h,1390000,7.3,2,1,Southern Metropolitan,14.14481431
3,h,1310000,16.7,1,1,Eastern Metropolitan,14.0855377
5,h,1285000,16.7,2,1,Eastern Metropolitan,14.06626928
4,h,1292000,16.7,2,2,Eastern Metropolitan,14.07170196
3,h,1300000,16.7,2,3,Eastern Metropolitan,14.07787482
4,h,1155000,16.7,1,1,Eastern Metropolitan,13.9596109
4,h,831000,11.2,3,3,Northern Metropolitan,13.63038507
3,h,570000,11.2,1,1,Northern Metropolitan,13.25339164
2,h,805000,11.2,1,4,Northern Metropolitan,13.59859756
4,h,931000,12.9,2,2,Western Metropolitan,13.74401456
5,h,2500000,13.8,4,2,Southern Metropolitan,14.73180129
2,h,1700000,6.2,1,1,Southern Metropolitan,14.34613881
5,h,1825000,21.3,3,2,Eastern Metropolitan,14.41709054
